Endpoint,URL,Params,Time,Method,Response
Refresh/Home Screen,/api/vendors/search,['lat=12.933243'/ 'lon=77.623521'/ 'category='/ 'time=09:19'/ 'radius='/ 'party_size=2'/ 'next=False:CpEECocBCnoA_z--ln5eh76ymf_-9whJUGD__02IjIGXnpiYk5rSj42Qm_8AdG2goJmLjKCg_wBdno-PmpGYlpGa_wBzdG2WkZuah_8AXYmakZuQjaCMmp6NnJeglpGbmof_AHN0bZuQnKCWm_8AXcbMx8_K_wBzf8bMx8_K_wD__hAeIWQzbN871JHtEg1Eb2N1bWVudEluZGV4GsoBKEFORCAoSVMgImN1c3RvbWVyX25hbWUiICJhcHBlbmdpbmUiKSAoSVMgImdyb3VwX25hbWUiICJzfmhhZ2dsZS1wcm9kIikgKElTICJuYW1lc3BhY2UiICIiKSAoSVMgImluZGV4X25hbWUiICJ2ZW5kb3Jfc2VhcmNoX2luZGV4IikgKEFORCAoUVRQICIwXzkuNSIgInJ0ZXh0X29wZW5faG91cnMiKSAoSVMgInJhdG9tX3JlZ2lzdGVyZWQiICJ0cnVlIikpKTpwCmMoQUREIChHRU9fRElTVCAoTCBzZ2VvX2xvY2F0aW9uKSAoTE9DIDEyLjkzMzI0MyA3Ny42MjM1MjEpKSAoTVVMIChTVUIgMyAoTiBzbmJyX3VzZXJfcmF0aW5nKSkgMjUwKSkQABkAAAAAAAAAAEocCAE6FXN0OmJ0aV9nZW5lcmljX3Njb3JlckDoB1IZCgwoTiBvcmRlcl9pZCkQARkAAAAAAADw_w'],25/Mar/2013:09:04:06,GET,200
Score Info,/api/users/me/scores/info,['score_type=1'/ 'vendor=156411'/ 'party_size=2'],25/Mar/2013:09:04:19,GET,200
Score Info,/api/users/me/scores/info,['score_type=4'/ 'vendor=174043'/ 'party_size=2'],25/Mar/2013:09:05:22,GET,200
Text Search,/api/vendors/search,['q=zana'],25/Mar/2013:09:06:23,GET,200
Score Info,/api/users/me/scores/info,['score_type=1'/ 'vendor=174043'/ 'party_size=2'],25/Mar/2013:09:07:03,GET,200
Settings/Data Request Screen,/api/users/me/networks,None,25/Mar/2013:09:08:32,GET,200
Refresh/Home Screen,/api/vendors/search,['lat=12.933243'/ 'lon=77.623521'/ 'category='/ 'time=09:23'/ 'radius='/ 'party_size=2'],25/Mar/2013:09:08:49,GET,200
Settings/Data Request Screen,/api/users/me/networks,None,25/Mar/2013:09:26:07,GET,200
Logout,/logout,None,25/Mar/2013:09:26:11,POST,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364184060'/ 'to=1364270340'],25/Mar/2013:09:26:50,GET,200
Other,/api/vendors/stub_search,None,25/Mar/2013:09:26:50,GET,200
Score Info,/api/users/me/scores/info,['score_type=1'/ 'vendor=37'/ 'party_size=2'],25/Mar/2013:09:27:56,GET,500
Exposed Data,/users/update_accesstoken,None,26/Mar/2013:02:50:21,POST,200
Other,/vendors/select,None,26/Mar/2013:03:25:27,GET,200
Other,/api/users/ranju@b-eagles.com/vendors,None,26/Mar/2013:03:25:30,GET,200
Other,/vendors/157281,None,26/Mar/2013:03:25:30,GET,200
Other,/api/vendors/157281/deals,['from_date=1364270400'/ 'to_date=1364356800'],26/Mar/2013:03:25:32,GET,200
Other,/api/vendors/157281/report,['from_date=1363665600'/ 'to_date=1364356799'],26/Mar/2013:03:25:32,GET,200
Logout,/logout,None,26/Mar/2013:03:25:48,POST,200
Exposed Data,/users/update_accesstoken,None,26/Mar/2013:04:05:28,POST,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364236260'/ 'to=1364322540'],26/Mar/2013:04:05:58,GET,200
Time Button/,/api/vendors/search,['lat=37.785834'/ 'lon=-122.406417'/ 'category='/ 'time=13:51'/ 'radius='/ 'party_size=2'],26/Mar/2013:04:06:00,GET,200
Settings/Data Request Screen,/api/users/me/networks,None,26/Mar/2013:04:06:12,GET,200
Your Bargains Screen,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'status=AVAILED'/ 'from=1364236260'/ 'to=1364322540'],26/Mar/2013:04:06:15,GET,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364236260'/ 'to=1364322540'],26/Mar/2013:04:06:20,GET,200
Time Button/,/api/vendors/search,['lat=37.785834'/ 'lon=-122.406417'/ 'category='/ 'time=14:00'/ 'radius='/ 'party_size=2'],26/Mar/2013:04:15:49,GET,200
Score Info,/api/users/me/scores/info,['score_type=4'/ 'vendor=115749'/ 'party_size=2'],26/Mar/2013:04:15:57,GET,200
Settings/Data Request Screen,/api/users/me/networks,None,26/Mar/2013:04:16:01,GET,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364236260'/ 'to=1364322540'],26/Mar/2013:04:42:48,GET,200
Time Button/,/api/vendors/search,['lat=37.785834'/ 'lon=-122.406417'/ 'category='/ 'time=14:27'/ 'radius='/ 'party_size=2'],26/Mar/2013:04:42:48,GET,200
Other,/api/vendors/stub_search,None,26/Mar/2013:04:43:08,GET,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364236260'/ 'to=1364322540'],26/Mar/2013:04:44:36,GET,200
Other,/api/vendors/stub_search,None,26/Mar/2013:04:44:36,GET,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364236260'/ 'to=1364322540'],26/Mar/2013:04:46:50,GET,200
Other,/api/vendors/stub_search,None,26/Mar/2013:04:46:50,GET,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364236260'/ 'to=1364322540'],26/Mar/2013:04:47:17,GET,200
Other,/api/vendors/stub_search,None,26/Mar/2013:04:47:17,GET,200
Score Info,/api/users/me/scores/info,['score_type=3'/ 'vendor=34'/ 'party_size=2'],26/Mar/2013:04:47:24,GET,500
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364236260'/ 'to=1364322540'],26/Mar/2013:04:49:26,GET,200
Other,/api/vendors/stub_search,None,26/Mar/2013:04:49:26,GET,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364236260'/ 'to=1364322540'],26/Mar/2013:05:28:35,GET,200
Settings/Data Request Screen,/api/users/me/networks,None,26/Mar/2013:05:28:47,GET,200
Logout,/logout,None,26/Mar/2013:05:28:49,POST,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364236260'/ 'to=1364322540'],26/Mar/2013:05:28:57,GET,200
Time Button/,/api/vendors/search,['lat=37.785834'/ 'lon=-122.406417'/ 'category='/ 'time=15:13'/ 'radius='/ 'party_size=2'],26/Mar/2013:05:28:57,GET,200
Settings/Data Request Screen,/api/users/me/networks,None,26/Mar/2013:05:29:25,GET,200
Logout,/logout,None,26/Mar/2013:05:29:26,POST,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364270460'/ 'to=1364356740'],26/Mar/2013:07:30:32,GET,200
Refresh/Home Screen,/api/vendors/search,['lat=12.933230'/ 'lon=77.623508'/ 'category='/ 'time=07:45'/ 'radius='/ 'party_size=2'],26/Mar/2013:07:30:33,GET,200
Refresh/Home Screen,/api/vendors/search,['lat=12.933230'/ 'lon=77.623508'/ 'category='/ 'time=07:45'/ 'radius='/ 'party_size=2'],26/Mar/2013:07:30:35,GET,200
Score Info,/api/users/me/scores/info,['score_type=4'/ 'vendor=181045'/ 'party_size=2'],26/Mar/2013:07:30:49,GET,200
Score Info,/api/users/me/scores/info,['score_type=3'/ 'vendor=181045'/ 'party_size=2'],26/Mar/2013:07:30:54,GET,200
Score Info,/api/users/me/scores/info,['score_type=1'/ 'vendor=166069'/ 'party_size=2'],26/Mar/2013:07:31:08,GET,200
Score Info,/api/users/me/scores/info,['score_type=2'/ 'vendor=166069'/ 'party_size=2'],26/Mar/2013:07:31:15,GET,200
Score Info,/api/users/me/scores/info,['score_type=3'/ 'vendor=166069'/ 'party_size=2'],26/Mar/2013:07:31:23,GET,200
Score Info,/api/users/me/scores/info,['score_type=1'/ 'vendor=174043'/ 'party_size=2'],26/Mar/2013:07:31:33,GET,200
Settings/Data Request Screen,/api/users/me/networks,None,26/Mar/2013:07:47:45,GET,200
Your Bargains Screen,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'status=AVAILED'/ 'from=1364270460'/ 'to=1364356740'],26/Mar/2013:07:47:49,GET,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364270460'/ 'to=1364356740'],26/Mar/2013:07:47:51,GET,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364236260'/ 'to=1364322540'],26/Mar/2013:07:54:29,GET,200
Time Button/,/api/vendors/search,['lat=37.785834'/ 'lon=-122.406417'/ 'category='/ 'time=17:39'/ 'radius='/ 'party_size=2'],26/Mar/2013:07:54:29,GET,200
Settings/Data Request Screen,/api/users/me/networks,None,26/Mar/2013:07:55:15,GET,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364270460'/ 'to=1364356740'],26/Mar/2013:08:03:51,GET,200
Time Button/,/api/vendors/search,['lat=12.933230'/ 'lon=77.623508'/ 'category='/ 'time=08:19'/ 'radius='/ 'party_size=2'],26/Mar/2013:08:03:52,GET,200
Time Button/,/api/vendors/search,['lat=12.933230'/ 'lon=77.623508'/ 'category='/ 'time=08:19'/ 'radius='/ 'party_size=2'],26/Mar/2013:08:03:55,GET,200
Time Button/,/api/vendors/search,['lat=12.933229'/ 'lon=77.623533'/ 'category='/ 'time=08:20'/ 'radius='/ 'party_size=2'],26/Mar/2013:08:04:52,GET,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364322660'/ 'to=1364408940'],27/Mar/2013:02:47:36,GET,200
Time Button/,/api/vendors/search,['lat=37.785834'/ 'lon=-122.406417'/ 'category='/ 'time=12:32'/ 'radius='/ 'party_size=2'],27/Mar/2013:02:47:36,GET,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364322660'/ 'to=1364408940'],27/Mar/2013:02:52:56,GET,200
Time Button/,/api/vendors/search,['lat=37.785834'/ 'lon=-122.406417'/ 'category='/ 'time=12:37'/ 'radius='/ 'party_size=2'],27/Mar/2013:02:52:58,GET,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364322660'/ 'to=1364408940'],27/Mar/2013:03:07:35,GET,200
Time Button/,/api/vendors/search,['lat=37.785834'/ 'lon=-122.406417'/ 'category='/ 'time=12:52'/ 'radius='/ 'party_size=2'],27/Mar/2013:03:07:35,GET,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364322660'/ 'to=1364408940'],27/Mar/2013:03:07:52,GET,200
Time Button/,/api/vendors/search,['lat=37.785834'/ 'lon=-122.406417'/ 'category='/ 'time=12:52'/ 'radius='/ 'party_size=2'],27/Mar/2013:03:07:53,GET,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364322660'/ 'to=1364408940'],27/Mar/2013:03:10:16,GET,200
Time Button/,/api/vendors/search,['lat=37.785834'/ 'lon=-122.406417'/ 'category='/ 'time=12:55'/ 'radius='/ 'party_size=2'],27/Mar/2013:03:10:17,GET,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364322660'/ 'to=1364408940'],27/Mar/2013:03:10:33,GET,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364322660'/ 'to=1364408940'],27/Mar/2013:03:12:01,GET,200
Time Button/,/api/vendors/search,['lat=37.785834'/ 'lon=-122.406417'/ 'category='/ 'time=12:56'/ 'radius='/ 'party_size=2'],27/Mar/2013:03:12:01,GET,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364322660'/ 'to=1364408940'],27/Mar/2013:03:12:33,GET,200
Time Button/,/api/vendors/search,['lat=37.785834'/ 'lon=-122.406417'/ 'category='/ 'time=12:57'/ 'radius='/ 'party_size=2'],27/Mar/2013:03:12:33,GET,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364322660'/ 'to=1364408940'],27/Mar/2013:03:13:11,GET,200
Time Button/,/api/vendors/search,['lat=37.785834'/ 'lon=-122.406417'/ 'category='/ 'time=12:58'/ 'radius='/ 'party_size=2'],27/Mar/2013:03:13:11,GET,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364322660'/ 'to=1364408940'],27/Mar/2013:03:13:32,GET,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364322660'/ 'to=1364408940'],27/Mar/2013:03:30:54,GET,200
Time Button/,/api/vendors/search,['lat=37.785834'/ 'lon=-122.406417'/ 'category='/ 'time=13:15'/ 'radius='/ 'party_size=2'],27/Mar/2013:03:30:54,GET,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364322660'/ 'to=1364408940'],27/Mar/2013:04:08:20,GET,200
Time Button/,/api/vendors/search,['lat=37.785834'/ 'lon=-122.406417'/ 'category='/ 'time=13:53'/ 'radius='/ 'party_size=2'],27/Mar/2013:04:08:21,GET,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364322660'/ 'to=1364408940'],27/Mar/2013:04:55:16,GET,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364322660'/ 'to=1364408940'],27/Mar/2013:07:39:56,GET,200
Time Button/,/api/vendors/search,['lat=37.785834'/ 'lon=-122.406417'/ 'category='/ 'time=17:24'/ 'radius='/ 'party_size=2'],27/Mar/2013:07:39:56,GET,200
Your Bargains Screen,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'status=AVAILED'/ 'from=1364322660'/ 'to=1364408940'],27/Mar/2013:07:40:08,GET,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364322660'/ 'to=1364408940'],27/Mar/2013:07:40:10,GET,200
Settings/Data Request Screen,/api/users/me/networks,None,27/Mar/2013:07:40:11,GET,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364322660'/ 'to=1364408940'],27/Mar/2013:07:40:18,GET,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364322660'/ 'to=1364408940'],27/Mar/2013:07:40:22,GET,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364322660'/ 'to=1364408940'],27/Mar/2013:07:40:26,GET,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364322660'/ 'to=1364408940'],27/Mar/2013:07:41:28,GET,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364322660'/ 'to=1364408940'],27/Mar/2013:07:41:37,GET,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364495460'/ 'to=1364581740'],29/Mar/2013:04:34:00,GET,200
Time Button/,/api/vendors/search,['lat=37.785834'/ 'lon=-122.406417'/ 'category='/ 'time=14:19'/ 'radius='/ 'party_size=2'],29/Mar/2013:04:34:03,GET,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364495460'/ 'to=1364581740'],29/Mar/2013:04:34:23,GET,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364495460'/ 'to=1364581740'],29/Mar/2013:04:36:02,GET,200
Time Button/,/api/vendors/search,['lat=37.785834'/ 'lon=-122.406417'/ 'category='/ 'time=14:21'/ 'radius='/ 'party_size=2'],29/Mar/2013:04:36:02,GET,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364495460'/ 'to=1364581740'],29/Mar/2013:04:36:42,GET,200
Time Button/,/api/vendors/search,['lat=37.785834'/ 'lon=-122.406417'/ 'category='/ 'time=14:21'/ 'radius='/ 'party_size=2'],29/Mar/2013:04:36:42,GET,200
Time Button/,/api/vendors/search,['lat=37.785834'/ 'lon=-122.406417'/ 'category='/ 'time=14:24'/ 'radius='/ 'party_size=2'],29/Mar/2013:04:39:59,GET,200
Deal Count Badge,/api/haggles,['status=INTERESTED'/ 'status=ACCEPTED'/ 'from=1364529660'/ 'to=1364615940'],29/Mar/2013:04:46:53,GET,200
